DAILY_TMIN,DAILY_TMAX,DAILY_PREC,ID
7.916533930645429,18.113854322216692,2.6054006968641117,1227
7.866699850671976,17.849452463912392,3.1128422100547533,1228
7.768201426912228,17.70795586527294,3.486120789779326,1229
7.249377799900448,15.947453127592498,4.283051269288203,1230
8.217645594823296,17.924423427907747,2.568151650904264,1267
7.769628339140533,17.256528953044633,3.1719595155135227,1268
7.60232288037166,16.246714783474363,3.7400199104031855,1269
7.272772523643604,14.583955533432885,4.230155964824955,1270
8.802273104363698,17.834046789447488,2.673013107682097,1307
8.17542724406836,17.0270781483325,3.30666168906587,1308
7.774647419943587,15.790028206404513,3.986892317902771,1309
7.596092583374814,15.195918367346938,4.123685083789613,1310
7.087398373983739,16.575418948067032,2.4938111830097895,1185
6.374879707980753,15.83535755765721,2.5311763729882197,1186
6.940517670482827,15.80310270449643,2.8473784635805544,1187
7.175850340136056,15.32061556329849,2.5066368010618882,1225
7.243023062883689,15.90817156130745,2.5010535921685744,1226
8.07133731541397,16.379094076655054,2.4773851003816163,1265
8.497975775676123,18.1734693877551,2.4631823461091753,1266
7.894466567114652,18.032304629168742,3.539513854322217,1188
7.524174547867927,16.619362867098058,3.7990708478513358,1189
6.923817819810851,15.246681599469056,4.459656545545048,1190
7.628612908578066,15.310859465737513,4.063787954206073,1350
8.588352414136386,17.35876887340302,2.764808362369338,1347
8.168599634975942,16.71624357059897,3.180330180852829,1348
7.976182180189149,16.385705989712957,3.9459183673469393,1349
8.109391073502572,16.481939605110338,2.910320225651236,1387
7.490003318400531,15.239547038327526,3.2366102538576405,1388
7.1419694707151145,14.733507549361208,3.620092915214866,1389
7.205765720922516,15.707018417122946,3.6374149659863946,1390
6.232702837232454,16.130379956860793,3.2324871411979426,1147
6.977517836402853,16.520872739339637,4.374746971959516,1148
9.225410652065703,18.22444831591173,2.4631574581051936,1305
9.150298656047784,17.87120457939273,2.520905923344948,1306
9.678704164592666,18.700398208063714,2.493247054919529,1345
9.238161606105857,18.338924838227975,2.691065206570433,1346
6.794367015098722,17.081665837066534,3.6085614733698357,1107
6.381748797079807,14.864103202256512,4.6447984071677455,1108
5.332296333167414,11.954430064708811,5.270822963331675,1109
4.939414302306288,11.107740169238427,4.969122283059566,1110
6.595445495271279,14.711091753774681,5.09195287871246,1149
6.226115812178531,13.327833084453294,5.162186825949892,1150
8.801343952215031,17.029641612742658,2.37184337149494,1304
10.138003982080637,18.97454786792766,2.240708478513357,1344
10.197710303633649,18.895976439356232,2.2522482163597144,1384
9.597967479674796,18.68780487804878,2.5149493943919032,1385
8.812800730048117,17.439264974282395,2.747784967645595,1386
10.088003982080636,18.828778828604612,2.3209888833582215,1424
9.343147502903602,18.159233449477355,2.4598473535755767,1425
7.85993031358885,16.03142525302804,2.520350091256015,1224
8.326630164260827,16.503633648581385,2.4832005973120954,1264
6.655856976937116,14.352721088435375,5.107723577235772,1151
